;COD_CLI;DATA_COMPRA;DT_ENTREGA;PRODUTO;VALOR_FATURADO;LOCAL
2530;1260.0;1998-12-21;1998-12-21;;1261.74;5
2533;4772.0;1998-12-23;1998-12-23;;4005.41;49
2536;4772.0;1998-12-25;1998-12-25;;1939.76;7
2537;9624.0;1998-12-25;1998-12-25;;4754.91;48
2538;11387.0;1998-12-25;1998-12-25;;1186.53;44
2548;2928.0;1999-01-02;1999-01-02;;3490.76;43
2551;5949.0;1999-01-04;1999-01-04;;3834.15;40
2567;11866.0;1999-01-12;1999-01-12;;2040.37;44
2571;5672.0;1999-01-16;1999-01-16;;2183.1;38
2573;5436.0;1999-01-18;1999-01-18;;2051.87;4
2574;8298.0;1999-01-18;1999-01-18;;2108.74;5
2575;10936.0;1999-01-19;1999-01-19;;4700.77;42
2576;6164.0;1999-01-21;1999-01-21;;1183.43;36
2580;8972.0;1999-01-25;1999-01-25;;3393.7;39
2585;9112.0;1999-01-27;1999-01-27;;1419.17;50
2587;4218.0;1999-01-28;1999-01-28;;2009.42;46
2591;10869.0;1999-01-30;1999-01-30;;3747.65;6
2593;6262.0;1999-02-01;1999-02-01;;3733.99;39
2594;5122.0;1999-02-01;1999-02-01;;3180.24;43
2602;11556.0;1999-02-05;1999-02-05;;1408.64;40
2604;5009.0;1999-02-07;1999-02-07;;94.24;44
2605;4611.0;1999-02-08;1999-02-08;;2582.74;48
2613;4722.0;1999-02-15;1999-02-15;;681.17;45
2614;6000.0;1999-02-15;1999-02-15;;4342.7;37
2616;1008.0;1999-02-17;1999-02-17;;2363.74;43
2625;10895.0;1999-02-21;1999-02-21;;3208.12;0
2627;5491.0;1999-02-24;1999-02-24;;3865.18;7
2628;5424.0;1999-02-24;;;2163.96;37
2629;5263.0;1999-02-25;;;269.71;36
2632;11761.0;1999-02-26;;;509.48;39
2634;7071.0;1999-03-02;;;1674.03;6
2635;5958.0;1999-03-03;;;619.79;41
2636;5403.0;1999-03-03;;;3403.6;7
2637;15.0;1999-03-04;;;3051.14;5
2640;1542.0;1999-03-07;;;2433.35;6
2641;4510.0;1999-03-07;;;289.53;4
2646;4477.0;1999-03-10;;;3209.75;46
2647;11505.0;1999-03-10;;;1485.8;37
2650;5436.0;1999-03-13;;;1875.22;5
2652;5702.0;1999-03-15;;;4418.31;44
2653;6225.0;1999-03-17;;;2885.82;42
2656;11531.0;1999-03-17;;;3467.1;45
2657;18.0;1999-03-18;;;3523.37;41
2659;1112.0;1999-03-20;;;3987.95;48
2660;6282.0;1999-03-21;;;851.4;50
2663;4588.0;1999-03-22;;;1797.66;4
2665;8556.0;1999-03-23;;;552.68;43
2666;11234.0;1999-03-23;;;2497.03;6
2668;6185.0;1999-03-25;;;4857.58;43
2670;5169.0;1999-03-26;;;3328.51;39
2671;9779.0;1999-03-27;;;3126.27;44
2672;11214.0;1999-03-27;;;3635.82;37
2675;126.0;1999-04-01;;;1748.64;41
2677;4957.0;1999-04-01;;;1764.85;39
2678;6285.0;1999-04-02;;;491.65;50
2683;9552.0;1999-04-08;;;2380.52;5
2691;70.0;1999-04-16;;;2058.57;39
2696;10952.0;1999-04-16;;;1897.72;5
2699;11088.0;1999-04-17;;;4861.03;7
2700;4876.0;1999-04-20;;;3479.49;36
2701;8407.0;1999-04-21;;;1182.64;50
2703;8568.0;1999-04-21;;;4431.47;44
2707;10105.0;1999-04-25;;;2235.64;37
2709;4526.0;1999-04-27;;;4757.74;40
2710;5144.0;1999-04-27;;;3101.21;37
2714;4533.0;1999-04-30;;;4615.72;44
2715;9285.0;1999-04-30;;;3489.31;41
2716;5682.0;1999-05-01;;;1745.33;50
2720;5672.0;1999-05-03;;;3299.91;5
2727;5806.0;1999-05-10;;;932.66;45
2728;5783.0;1999-05-10;;;3694.52;48
2730;4772.0;1999-05-11;;;4120.3;4
2733;11639.0;1999-05-11;;;9.8;43
2736;4533.0;1999-05-15;;;3287.81;42
2738;6515.0;1999-05-15;;;1817.92;45
2739;5009.0;1999-05-16;;;506.27;49
2741;10689.0;1999-05-16;;;490.99;43
2745;6310.0;1999-05-18;;;4691.14;47
2748;10072.0;1999-05-23;;;1340.65;6
2750;8510.0;1999-05-25;;;1891.4;37
2752;5843.0;1999-05-26;;;4241.53;41
2756;5638.0;1999-05-30;;;2649.85;49
2759;9130.0;1999-06-01;;;562.49;4
2760;5009.0;1999-06-02;;;3518.61;40
2762;5721.0;1999-06-04;;;124.16;50
2763;4710.0;1999-06-06;;;3468.35;44
2764;2960.0;1999-06-06;;;1564.7;6
2765;799.0;1999-06-07;;;4662.89;45
2767;4548.0;1999-06-07;;;4844.37;40
2768;9224.0;1999-06-07;;;4091.42;7
2778;5786.0;1999-06-15;;;4192.48;47
2779;5246.0;1999-06-15;;;1543.22;37
2782;5839.0;1999-06-16;;;1634.73;49
2783;5846.0;1999-06-17;;;2637.18;7
2784;452.0;1999-06-18;1999-06-18;;3371.51;47
2785;6415.0;1999-06-18;1999-06-18;;4659.77;50
2786;11448.0;1999-06-19;1999-06-19;;1927.1;0
2792;11343.0;1999-06-23;1999-06-23;;2497.46;42
2795;4757.0;1999-06-24;1999-06-24;;4016.4;37
2796;4772.0;1999-06-25;1999-06-25;;1934.38;50
2799;5133.0;1999-06-27;1999-06-27;;1485.29;45
2801;7103.0;1999-06-28;1999-06-28;;1913.16;48
2804;5584.0;1999-07-04;1999-07-04;;468.02;39
2808;9495.0;1999-07-06;1999-07-06;;1134.8;37
2810;5238.0;1999-07-08;1999-07-08;;517.66;43
2813;5750.0;1999-07-12;1999-07-12;;1620.72;0
2814;6075.0;1999-07-12;1999-07-12;;3307.56;41
2816;5246.0;1999-07-13;1999-07-13;;1183.45;43
2817;11195.0;1999-07-14;1999-07-14;;1589.97;43
2818;11677.0;1999-07-14;1999-07-14;;2758.07;37
2819;5136.0;1999-07-15;1999-07-15;;1394.49;50
2823;5916.0;1999-07-20;1999-07-20;;4382.65;40
2825;5707.0;1999-07-22;1999-07-22;;1166.68;40
2831;10865.0;1999-07-25;1999-07-25;;4861.53;6
2833;5827.0;1999-07-27;1999-07-27;;1273.73;45
2834;4772.0;1999-07-27;1999-07-27;;3708.89;43
2838;8398.0;1999-08-03;1999-08-03;;4013.22;46
2840;11255.0;1999-08-05;1999-08-05;;1803.23;45
2841;8310.0;1999-08-05;1999-08-05;;2022.91;38
2845;6275.0;1999-08-09;1999-08-09;;1014.45;4
2851;4201.0;1999-08-10;1999-08-10;;3988.49;40
2852;8753.0;1999-08-10;1999-08-10;;4877.39;42
2854;1043.0;1999-08-15;1999-08-15;;3749.57;43
2855;5852.0;1999-08-17;1999-08-17;;108.25;0
2859;4546.0;1999-08-19;1999-08-19;;253.43;41
2861;9388.0;1999-08-19;1999-08-19;;4422.42;47
2862;7084.0;1999-08-20;1999-08-20;;1400.5;45
2864;11360.0;1999-08-20;1999-08-20;;1242.26;47
2866;4521.0;1999-08-21;1999-08-21;;3487.03;45
2867;5807.0;1999-08-22;1999-08-22;;2415.39;46
2869;4917.0;1999-08-23;1999-08-23;;3925.56;38
2873;11297.0;1999-08-26;1999-08-26;;4234.7;7
2874;11814.0;1999-08-26;1999-08-26;;214.73;38
2875;6534.0;1999-08-28;1999-08-28;;4373.48;46
2876;4684.0;1999-08-29;1999-08-29;;3057.32;39
2877;4885.0;1999-08-29;1999-08-29;;778.11;39
2879;4515.0;1999-08-29;1999-08-29;;4618.45;41
2880;5009.0;1999-08-29;1999-08-29;;4319.43;5
2881;6011.0;1999-09-02;1999-09-02;;1052.58;43
2885;6088.0;1999-09-03;1999-09-03;;1408.49;6
2888;5524.0;1999-09-06;1999-09-06;;2879.12;47
2891;5171.0;1999-09-07;1999-09-07;;3056.04;4
2893;1405.0;1999-09-08;1999-09-08;;4258.66;42
2895;4628.0;1999-09-09;1999-09-09;;1820.51;48
2896;6543.0;1999-09-10;1999-09-10;;2083.22;7
2897;11407.0;1999-09-10;1999-09-10;;1995.52;36
2902;7187.0;1999-09-14;1999-09-14;;3459.13;50
2908;84.0;1999-09-20;1999-09-20;;3380.51;37
2910;6271.0;1999-09-22;1999-09-22;;942.69;47
2917;9989.0;1999-09-28;1999-09-28;;3411.38;37
2918;5606.0;1999-09-29;1999-09-29;;3696.78;46
2919;6147.0;1999-10-01;1999-10-01;;2112.05;7
2921;6388.0;1999-10-02;1999-10-02;;1154.0;48
2922;11396.0;1999-10-02;1999-10-02;;2395.18;40
2926;4630.0;1999-10-10;1999-10-10;;971.81;36
2928;10710.0;1999-10-11;1999-10-11;;1185.72;5
2929;698.0;1999-10-12;1999-10-12;;3902.31;36
2931;5440.0;1999-10-13;1999-10-13;;4711.63;39
2932;4740.0;1999-10-13;1999-10-13;;2103.3;40
2935;2889.0;1999-10-20;1999-10-20;;2619.85;44
2936;6158.0;1999-10-21;1999-10-21;;2419.64;46
2938;11659.0;1999-10-23;1999-10-23;;56.85;7
2939;6160.0;1999-10-25;1999-10-25;;2229.86;36
2940;1038.0;1999-10-26;1999-10-26;;4672.28;48
2941;2759.0;1999-10-26;1999-10-26;;3431.97;7
2943;4960.0;1999-10-27;1999-10-27;;121.53;47
2944;162.0;1999-10-28;1999-10-28;;3829.51;7
2946;4492.0;1999-10-30;1999-10-30;;3167.39;46
2953;6028.0;1999-11-03;1999-11-03;;3194.44;7
2954;6542.0;1999-11-03;1999-11-03;;401.66;0
2955;5849.0;1999-11-05;1999-11-05;;4159.18;46
2957;8391.0;1999-11-09;1999-11-09;;1037.62;42
2959;9621.0;1999-11-13;1999-11-13;;4274.06;40
2961;1210.0;1999-11-15;1999-11-15;;115.16;49
2962;4710.0;1999-11-15;1999-11-15;;1037.19;6
2966;4507.0;1999-11-17;1999-11-17;;635.05;4
2968;4642.0;1999-11-18;1999-11-18;;4077.55;4
2971;6238.0;1999-11-20;1999-11-20;;4561.71;45
2972;6381.0;1999-11-20;1999-11-20;;3185.73;40
2973;6470.0;1999-11-22;1999-11-22;;766.78;38
2976;6501.0;1999-11-25;1999-11-25;;262.54;46
2977;6236.0;1999-11-25;1999-11-25;;3379.55;49
2978;10614.0;1999-11-25;1999-11-25;;3104.43;6
2979;5153.0;1999-11-27;1999-11-27;;1912.99;37
2980;6123.0;1999-11-28;1999-11-28;;2375.87;6
2985;4641.0;1999-12-02;1999-12-02;;4719.56;4
2988;1445.0;1999-12-05;1999-12-05;;2889.57;37
2990;11915.0;1999-12-06;1999-12-06;;2895.12;39
2991;10813.0;1999-12-06;1999-12-06;;4412.52;38
2993;5457.0;1999-12-07;1999-12-07;;2735.96;45
2994;9514.0;1999-12-07;1999-12-07;;748.21;43
2995;6316.0;1999-12-08;1999-12-08;;4543.76;48
2996;6363.0;1999-12-09;1999-12-09;;4074.32;49
2998;6025.0;1999-12-09;1999-12-09;;2758.0;36
3000;6166.0;1999-12-10;1999-12-10;;4685.84;44
3001;11109.0;1999-12-11;1999-12-11;;4880.43;50
3002;4610.0;1999-12-13;1999-12-13;;4533.87;42
3003;5264.0;1999-12-13;1999-12-13;;369.91;41
3004;11697.0;1999-12-13;1999-12-13;;2140.66;6
3005;9628.0;1999-12-13;1999-12-13;;3127.33;50
3014;6545.0;1999-12-23;1999-12-23;;3134.02;37
3015;5780.0;1999-12-23;1999-12-23;;769.73;4
3019;4726.0;1999-12-28;1999-12-28;;3300.53;4
3020;1076.0;1999-12-29;1999-12-29;;4968.55;44
3021;11293.0;2000-01-01;2000-01-01;;39.63;43
3023;877.0;2000-01-02;1999-12-29;;1158.86;42
3024;5682.0;2000-01-02;1999-12-31;;4234.32;46
3025;5914.0;2000-01-02;1999-12-31;;2890.07;46
3026;11617.0;2000-01-02;2000-01-02;;1475.8;37
3029;4127.0;2000-01-04;2000-01-03;;4582.38;45
3031;4999.0;2000-01-07;2000-01-06;;3602.8;36
3033;5593.0;2000-01-08;2000-01-07;;4342.78;46
3036;9337.0;2000-01-10;2000-01-07;;661.7;49
3039;5720.0;2000-01-12;2000-01-11;;2782.78;41
3040;1148.0;2000-01-13;2000-01-10;;2506.91;0
3041;6339.0;2000-01-13;2000-01-13;;4380.58;49
3042;6503.0;2000-01-13;2000-01-13;;562.16;49
3044;10402.0;2000-01-14;2000-01-12;;1617.1;40
3045;6405.0;2000-01-15;2000-01-12;;1435.27;36
3046;1502.0;2000-01-17;2000-01-16;;1270.14;42
3050;11096.0;2000-01-18;2000-01-15;;2152.12;46
3052;4169.0;2000-01-23;2000-01-21;;2469.5;36
3053;6026.0;2000-01-23;2000-01-20;;3879.48;47
3054;4998.0;2000-01-24;2000-01-23;;4894.63;47
3055;5871.0;2000-01-25;2000-01-24;;4463.42;36
3058;1547.0;2000-01-27;2000-01-23;;3090.69;37
3059;5009.0;2000-01-27;2000-01-26;;4499.21;37
3061;5865.0;2000-01-28;2000-01-24;;1080.81;43
3062;4628.0;2000-01-29;2000-01-26;;1278.22;4
3064;11860.0;2000-01-30;2000-01-28;;2815.68;43
3065;6051.0;2000-01-31;2000-01-27;;4051.92;36
3067;5690.0;2000-02-03;2000-02-02;;449.27;37
3068;11315.0;2000-02-05;2000-02-02;;3198.94;42
3069;9320.0;2000-02-06;2000-02-02;;3204.73;5
3072;11115.0;2000-02-07;2000-02-03;;4657.06;44
3073;11755.0;2000-02-07;2000-02-05;;913.84;7
3075;539.0;2000-02-10;2000-02-08;;577.95;38
3076;11615.0;2000-02-10;2000-02-10;;1610.19;49
3080;4285.0;2000-02-12;2000-02-11;;2318.85;4
3082;1480.0;2000-02-13;2000-02-13;;3626.53;5
3084;469.0;2000-02-16;2000-02-13;;2001.52;38
3087;5423.0;2000-02-18;2000-02-18;;1888.81;0
3091;6470.0;2000-02-24;2000-02-22;;1153.28;50
3092;7073.0;2000-02-25;2000-02-24;;4055.84;36
3093;31.0;2000-02-26;2000-02-22;;217.08;41
3094;5622.0;2000-02-27;2000-02-25;;1688.44;47
3096;1518.0;2000-02-28;2000-02-28;;3115.66;44
3100;5491.0;2000-03-04;2000-03-01;;2678.03;39
3105;6314.0;2000-03-07;2000-03-03;;1234.88;49
3106;661.0;2000-03-08;2000-03-07;;4683.96;37
3108;8644.0;2000-03-08;2000-03-06;;2151.25;40
3109;4962.0;2000-03-09;2000-03-05;;4358.11;44
3111;5009.0;2000-03-11;2000-03-10;;868.94;0
3114;6202.0;2000-03-15;2000-03-11;;2483.8;50
3115;630.0;2000-03-16;2000-03-14;;139.86;44
3120;11821.0;2000-03-18;2000-03-16;;4991.0;45
3123;11428.0;2000-03-22;2000-03-18;;3956.76;39
3133;10938.0;2000-03-30;2000-03-30;;3315.31;42
3134;11854.0;2000-03-30;2000-03-29;;3247.97;50
3135;5694.0;2000-03-31;2000-03-27;;674.87;45
3138;4190.0;2000-04-01;2000-03-31;;775.67;4
3146;9063.0;2000-04-05;2000-04-05;;3765.58;44
3147;11524.0;2000-04-07;2000-04-05;;3161.26;0
3148;5976.0;2000-04-08;2000-04-04;;2897.8;36
3153;2775.0;2000-04-11;2000-04-09;;804.67;7
3154;8616.0;2000-04-11;2000-04-10;;1600.42;42
3156;9488.0;2000-04-14;2000-04-10;;1047.68;49
3159;10417.0;2000-04-27;2000-04-24;;1979.04;7
3165;4649.0;2000-05-04;2000-05-04;;4804.41;46
3176;4465.0;2000-05-15;2000-05-15;;718.31;48
3178;5420.0;2000-05-16;2000-05-16;;3359.95;43
3179;11543.0;2000-05-16;2000-05-13;;3330.79;48
3182;4765.0;2000-05-17;2000-05-13;;3791.49;37
3184;4712.0;2000-05-18;2000-05-18;;3202.48;6
3186;9114.0;2000-05-19;2000-05-15;;2112.38;36
3187;8353.0;2000-05-19;2000-05-15;;3839.08;41
3191;6177.0;2000-05-22;2000-05-21;;447.68;47
3194;9597.0;2000-05-25;2000-05-25;;2725.18;40
3196;1228.0;2000-05-27;2000-05-23;;3739.12;42
3198;8448.0;2000-05-29;2000-05-26;;145.35;48
3199;4465.0;2000-05-31;2000-05-28;;3026.25;37
3201;10107.0;2000-06-02;2000-05-30;;3358.6;48
3204;8628.0;2000-06-06;2000-06-04;;1071.48;42
3206;8266.0;2000-06-07;2000-06-06;;3831.04;36
3207;424.0;2000-06-09;2000-06-05;;1589.55;38
3210;11683.0;2000-06-09;2000-06-06;;4912.89;46
3212;5009.0;2000-06-10;2000-06-06;;3070.06;48
3218;9227.0;2000-06-16;2000-06-15;;4325.11;37
3230;6218.0;2000-06-24;2000-06-20;;4674.83;38
3231;6088.0;2000-06-25;2000-06-22;;622.15;39
3232;5009.0;2000-06-26;2000-06-25;;2452.26;41
3233;5872.0;2000-06-26;2000-06-23;;4362.06;38
3238;10822.0;2000-06-28;2000-06-26;;4313.51;45
3243;4764.0;2000-07-04;2000-07-04;;1919.74;50
3247;4772.0;2000-07-06;2000-07-06;;4439.41;6
3250;4972.0;2000-07-11;2000-07-08;;2716.36;39
3251;4059.0;2000-07-12;2000-07-12;;2865.27;42
3253;1515.0;2000-07-14;2000-07-14;;3703.0;4
3255;5986.0;2000-07-15;2000-07-11;;2912.64;39
3258;4974.0;2000-07-20;2000-07-19;;1288.35;0
3259;8305.0;2000-07-21;2000-07-19;;2424.62;6
3262;63.0;2000-07-24;2000-07-24;;3446.87;7
3263;4614.0;2000-07-24;2000-07-23;;4615.51;41
3264;11414.0;2000-07-24;2000-07-22;;376.29;50
3271;6302.0;2000-07-28;2000-07-27;;4740.16;36
3272;8546.0;2000-07-28;2000-07-28;;4141.94;41
3273;4627.0;2000-07-30;2000-07-30;;2558.45;5
3274;6393.0;2000-07-31;2000-07-29;;778.82;36
3275;10330.0;2000-08-01;2000-07-28;;2627.18;45
3279;4930.0;2000-08-05;2000-08-01;;2029.86;45
3282;8793.0;2000-08-07;2000-08-05;;3796.01;45
3284;10931.0;2000-08-09;2000-08-09;;2768.82;0
3285;5189.0;2000-08-11;2000-08-11;;2084.37;47
3286;11947.0;2000-08-11;2000-08-11;;2645.1;47
3288;4759.0;2000-08-14;2000-08-13;;361.97;37
3289;70.0;2000-08-16;2000-08-13;;1312.67;36
3290;6415.0;2000-08-17;2000-08-13;;1672.57;39
3298;10741.0;2000-08-27;2000-08-25;;4218.3;46
3299;5009.0;2000-08-28;2000-08-25;;83.36;41
3300;4459.0;2000-08-28;2000-08-26;;4243.62;48
3301;6269.0;2000-08-28;2000-08-26;;2822.92;7
3306;4640.0;2000-08-30;2000-08-26;;3171.08;45
3309;5414.0;2000-09-02;2000-08-29;;3643.04;39
3310;11618.0;2000-09-02;2000-08-30;;4954.98;36
3316;6075.0;2000-09-05;2000-09-04;;1230.61;50
3317;6428.0;2000-09-06;2000-09-02;;188.08;0
3319;6226.0;2000-09-08;2000-09-05;;2526.23;36
3323;4520.0;2000-09-13;2000-09-12;;3426.2;7
3324;9639.0;2000-09-13;2000-09-11;;4959.45;44
3329;2967.0;2000-09-17;2000-09-17;;4405.55;47
3331;2794.0;2000-09-19;2000-09-19;;421.62;5
3334;5009.0;2000-09-20;2000-09-20;;2831.7;47
3338;9260.0;2000-09-22;2000-09-22;QAFD0;3706.06;38
3341;8698.0;2000-09-23;2000-09-19;QSOP4;1170.58;42
3342;1010.0;2000-09-24;2000-09-24;JNDD0;915.03;46
3345;4588.0;2000-09-28;2000-09-27;QPYG1;2677.36;47
3348;5259.0;2000-09-29;2000-09-26;QAFD3;3332.55;42
3349;6028.0;2000-09-29;2000-09-26;XSZZ3;2286.8;36
3350;5731.0;2000-09-29;2000-09-25;QSOP4;1042.43;37
3351;8317.0;2000-09-29;2000-09-29;XDFF0;532.89;5
3354;6557.0;2000-09-30;2000-09-27;HBCC3;1785.21;45
3356;6277.0;2000-10-02;2000-10-01;WWAP1;41.5;45
3359;547.0;2000-10-06;2000-10-05;LMFF1;2548.28;6
3363;5531.0;2000-10-07;2000-10-06;NVHH1;2729.54;39
3366;5750.0;2000-10-08;2000-10-06;XDFF2;3335.15;43
3370;4962.0;2000-10-09;2000-10-07;QSOP2;209.77;39
3372;1512.0;2000-10-11;2000-10-08;QSOP3;2185.94;0
3374;10417.0;2000-10-11;2000-10-07;QSOP4;684.4;50
3377;6012.0;2000-10-13;2000-10-12;JNDD1;3055.25;45
3386;6364.0;2000-10-18;2000-10-15;QPYG3;3107.04;41
3396;7232.0;2000-10-29;2000-10-26;JNDD3;1552.07;6
3398;10900.0;2000-11-01;2000-11-01;HBCC0;4628.71;47
3401;611.0;2000-11-03;2000-11-02;QPYG1;3677.12;4
3407;5235.0;2000-11-05;2000-11-02;QSOP3;4247.27;40
3410;5152.0;2000-11-07;2000-11-06;QSOP1;1588.06;36
3414;5606.0;2000-11-09;2000-11-09;OKTT0;151.01;5
3415;4533.0;2000-11-09;2000-11-07;OKTT2;735.69;5
3418;10156.0;2000-11-11;2000-11-10;OKTT1;553.92;47
3423;5009.0;2000-11-14;2000-11-12;XSZZ2;3405.05;48
3425;5434.0;2000-11-15;2000-11-13;XSZZ2;699.86;7
3429;6254.0;2000-11-19;2000-11-18;QPYG1;4327.58;36
3431;5512.0;2000-11-23;2000-11-21;HBCC2;1802.63;46
3432;6415.0;2000-11-23;2000-11-19;NVHH4;2142.79;45
3434;6148.0;2000-11-25;2000-11-23;WWAP2;4837.99;50
3435;5788.0;2000-11-26;2000-11-22;QSOP4;2393.48;46
3436;4759.0;2000-11-27;2000-11-25;HBCC2;1053.34;41
3441;7197.0;2000-11-29;2000-11-28;BVAA1;157.67;40
3444;5444.0;2000-12-02;2000-11-29;WDFE3;3948.41;4
3448;5881.0;2000-12-03;2000-12-02;JNDD1;2544.93;47
3449;5189.0;2000-12-03;2001-01-02;XSZZ4;3487.65;45
3450;6538.0;2000-12-04;2000-12-02;QAFD2;3332.64;38
3451;10458.0;2000-12-04;2000-12-04;QSOP0;4100.68;4
3455;5009.0;2000-12-07;2000-12-04;HBCC3;1282.25;42
3456;6519.0;2000-12-07;2001-01-06;JNDD4;1010.62;44
3458;943.0;2000-12-09;2000-12-09;OKTT0;2229.82;48
3460;5550.0;2000-12-10;2001-01-09;QAFD2;401.95;41
3461;9375.0;2000-12-10;2000-12-06;NVHH4;2030.09;38
3466;6313.0;2000-12-12;2001-01-11;QSOP1;4598.13;5
3468;5502.0;2000-12-13;2000-12-13;WDFE0;497.78;4
3470;11728.0;2000-12-14;2001-01-13;BVAA2;3591.08;36
3471;5458.0;2000-12-15;2000-12-12;QAFD3;2898.19;43
3474;9685.0;2000-12-15;2001-01-14;JNDD3;3661.32;38
3475;7059.0;2000-12-16;2000-12-16;XSZZ0;2694.88;41
3476;11782.0;2000-12-16;2001-01-15;QSOP0;1964.22;48
3477;4649.0;2000-12-17;2001-01-16;XSZZ1;2245.13;5
3480;6025.0;2000-12-18;2001-01-17;WWAP2;870.22;47
3481;7207.0;2000-12-18;2000-12-14;HBCC4;2104.71;46
3482;6445.0;2000-12-18;2001-01-17;OKTT0;1653.13;38
3483;641.0;2000-12-19;2001-01-18;OKTT2;830.75;49
3491;1361.0;2000-12-21;2001-01-20;BVAA0;1150.63;46
3497;6003.0;2000-12-24;2001-01-23;XSZZ4;2910.39;41
3500;11178.0;2000-12-24;2001-01-23;XSZZ0;3730.79;39
3502;4740.0;2000-12-25;2001-01-24;XDFF2;97.75;4
3504;4227.0;2000-12-26;2000-12-26;QSOP0;2860.6;41
3505;5995.0;2000-12-26;2001-01-25;XSZZ0;1228.43;7
3506;11120.0;2000-12-26;2000-12-23;BVAA3;3319.2;50
3509;2938.0;2000-12-27;2000-12-24;WDFE3;3660.49;47
3511;2912.0;2000-12-28;2000-12-28;WWAP0;315.02;42
3512;6362.0;2000-12-28;2001-01-27;QAFD2;3566.14;49
3513;5009.0;2000-12-29;2001-01-28;OKTT2;2170.84;37
3518;6399.0;2000-12-31;2001-01-30;JNDD1;4021.81;49
3522;5005.0;2001-01-01;2001-01-31;WDFE0;4723.6;49
3525;8886.0;2001-01-02;2001-02-01;HBCC3;31.55;36
3529;9351.0;2001-01-07;2001-02-06;WWAP3;4782.41;40
3531;4520.0;2001-01-11;2001-02-10;BVAA4;2247.28;40
3532;4757.0;2001-01-12;2001-02-11;XSZZ0;123.26;6
3533;5808.0;2001-01-12;2001-02-11;OKTT2;1026.31;42
3538;7165.0;2001-01-15;2001-02-14;BVAA0;759.92;40
3540;6308.0;2001-01-20;2001-02-19;OKTT4;2186.68;43
3543;6204.0;2001-01-21;2001-02-20;QSOP4;299.63;7
3547;5805.0;2001-01-24;2001-02-23;BVAA2;1349.52;42
3548;5009.0;2001-01-24;2001-02-23;NVHH2;2926.29;46
3549;6071.0;2001-01-27;2001-02-26;HBCC0;210.79;5
3551;4960.0;2001-02-01;2001-03-03;XDFF1;4816.27;48
3556;5009.0;2001-02-03;2001-03-05;WDFE0;1803.0;41
3557;11229.0;2001-02-03;2001-03-05;QAFD3;3103.1;43
3558;985.0;2001-02-05;2001-03-07;WWAP2;1481.47;44
3566;8728.0;2001-02-10;2001-03-12;QAFD3;1241.62;47
3567;5009.0;2001-02-14;2001-03-16;OKTT0;2122.19;40
3568;6155.0;2001-02-14;2001-03-16;QPYG4;3274.64;48
3569;11950.0;2001-02-14;2001-03-16;OKTT4;343.97;48
3575;6208.0;2001-02-17;2001-03-19;JNDD0;1202.26;46
3582;438.0;2001-02-23;2001-03-25;QPYG1;955.44;49
3583;11114.0;2001-02-23;2001-03-25;LMFF0;2247.33;39
3587;5481.0;2001-02-28;2001-03-30;JNDD4;3104.58;44
3590;5504.0;2001-03-04;2001-04-03;QSOP2;1545.57;40
3592;9527.0;2001-03-04;2001-04-03;JNDD3;2854.2;46
3597;5169.0;2001-03-10;2001-04-09;WDFE4;89.79;37
3598;8414.0;2001-03-11;2001-04-10;QSOP0;2932.15;37
3599;4601.0;2001-03-11;2001-04-10;WDFE0;4493.74;5
3606;1151.0;2001-03-18;2001-04-17;OKTT3;2709.56;50
3609;10788.0;2001-03-19;2001-04-18;JNDD3;3593.02;45
3612;8707.0;2001-03-23;2001-04-22;WWAP4;3217.32;37
3616;4679.0;2001-03-29;2001-04-28;QAFD2;2400.87;42
3617;5817.0;2001-03-30;2001-04-29;QAFD1;2543.21;37
3620;8451.0;2001-04-02;2001-05-02;WWAP2;2268.45;45
3621;9618.0;2001-04-02;2001-05-02;QAFD0;4123.28;50
3623;5968.0;2001-04-04;2001-05-04;QAFD0;1135.38;42
3626;5992.0;2001-04-07;2001-05-07;BVAA1;4563.65;4
3627;1108.0;2001-04-08;2001-05-08;HBCC0;656.34;47
3629;9163.0;2001-04-09;2001-05-09;OKTT1;3164.51;37
3636;11231.0;2001-04-21;2001-05-21;WDFE1;2814.51;5
3638;5975.0;2001-04-22;2001-05-22;WWAP2;4454.13;38
3640;10887.0;2001-04-22;2001-05-22;XSZZ0;3889.51;7
3642;4459.0;2001-04-25;2001-05-25;QAFD0;3219.6;45
3644;11592.0;2001-04-26;2001-05-26;JNDD0;1627.29;43
3645;922.0;2001-04-27;2001-05-27;XDFF0;86.47;46
3649;9948.0;2001-05-01;2001-05-31;WDFE3;3380.69;7
3654;7306.0;2001-05-04;2001-06-03;HBCC3;4686.56;6
3660;6185.0;2001-05-08;2001-06-07;XDFF0;4613.18;4
3663;8504.0;2001-05-09;2001-06-08;WDFE0;1208.78;46
3667;8649.0;2001-05-13;2001-06-12;OKTT4;3435.36;40
3668;5992.0;2001-05-14;2001-06-13;WWAP2;4845.43;45
3669;4548.0;2001-05-14;2001-06-13;WDFE3;1728.64;49
3672;11880.0;2001-05-14;2001-06-13;XSZZ2;4705.33;43
3674;897.0;2001-05-15;2001-06-14;QAFD3;4375.49;7
3675;5903.0;2001-05-15;2001-06-14;BVAA1;4817.79;37
3676;11106.0;2001-05-15;2001-06-14;QSOP4;4436.17;45
3679;1378.0;2001-05-17;2001-06-16;JNDD3;3200.6;40
3680;5612.0;2001-05-18;2001-06-17;WWAP3;1035.69;45
