;COD_CLI;DATA_COMPRA;DT_ENTREGA;PRODUTO;VALOR_FATURADO;LOCAL
1651;5961.0;1997-02-02;1997-02-02;LMFF3;2806.13;12.0
1655;6557.0;1997-02-04;1997-02-04;WDFE3;3271.18;29.0
1659;4572.0;1997-02-08;1997-02-08;XDFF4;1820.55;8.0
1662;5400.0;1997-02-09;1997-02-09;NVHH1;1124.53;9.0
1664;2742.0;1997-02-10;1997-02-10;OKTT0;2470.88;49.0
1666;260.0;1997-02-12;1997-02-12;NVHH1;671.34;14.0
1667;4679.0;1997-02-12;1997-02-12;WDFE3;4268.57;3.0
1669;11504.0;1997-02-13;1997-02-13;LMFF4;3678.01;15.0
1672;1162.0;1997-02-16;1997-02-16;QAFD4;219.21;11.0
1673;525.0;1997-02-17;1997-02-17;QAFD3;1380.16;24.0
1677;11431.0;1997-02-21;1997-02-21;WDFE1;802.1;11.0
1680;9537.0;1997-02-22;1997-02-22;XDFF0;2434.22;46.0
1685;10329.0;1997-02-26;1997-02-26;QAFD4;2239.5;21.0
1688;4740.0;1997-02-28;1997-02-28;XDFF2;2630.21;35.0
1696;6025.0;1997-03-06;1997-03-06;OKTT0;4400.22;10.0
1701;6208.0;1997-03-11;1997-03-11;XDFF4;3653.88;33.0
1704;10466.0;1997-03-16;1997-03-16;WDFE3;2138.64;44.0
1705;847.0;1997-03-17;1997-03-17;QAFD1;585.86;15.0
1712;5004.0;1997-03-26;1997-03-26;NVHH4;4507.09;12.0
1713;2698.0;1997-03-27;1997-03-27;NVHH4;4497.59;7.0
1716;6448.0;1997-03-28;1997-03-28;NVHH1;2949.42;49.0
1718;4536.0;1997-03-31;1997-03-31;QAFD3;380.77;35.0
1730;257.0;1997-04-11;1997-04-11;XDFF4;451.85;20.0
1731;6191.0;1997-04-12;1997-04-12;LMFF1;1917.8;18.0
1732;6470.0;1997-04-12;1997-04-12;XDFF2;2890.95;16.0
1733;8344.0;1997-04-13;1997-04-13;XDFF4;787.84;31.0
1736;6191.0;1997-04-17;1997-04-17;QAFD3;2287.85;30.0
1743;5200.0;1997-04-24;1997-04-24;WDFE1;4341.8;38.0
1750;10927.0;1997-04-27;1997-04-27;WDFE1;129.13;13.0
1761;5849.0;1997-05-08;1997-05-08;QAFD0;73.61;21.0
1762;9381.0;1997-05-08;1997-05-08;QAFD4;1889.49;24.0
1767;6473.0;1997-05-17;1997-05-17;NVHH1;4441.13;25.0
1778;9718.0;1997-05-21;1997-05-21;NVHH1;4058.47;6.0
1781;11424.0;1997-05-24;1997-05-24;LMFF3;2965.67;13.0
1787;4458.0;1997-05-29;1997-05-29;WWAP4;3513.55;17.0
1788;11081.0;1997-05-29;1997-05-29;NVHH1;2489.96;13.0
1789;1122.0;1997-05-31;1997-05-31;XDFF0;900.97;3.0
1799;4679.0;1997-06-07;1997-06-07;WWAP4;1772.9;16.0
1801;9213.0;1997-06-09;1997-06-09;WDFE3;4128.94;44.0
1807;489.0;1997-06-15;1997-06-15;LMFF3;2166.26;1.0
1809;2859.0;1997-06-17;1997-06-17;XDFF0;3859.74;31.0
1817;5203.0;1997-06-22;1997-06-22;WWAP4;2549.48;34.0
1822;10546.0;1997-06-25;1997-06-25;XDFF4;976.24;4.0
1824;6246.0;1997-06-26;1997-06-26;LMFF3;4313.89;38.0
1844;5843.0;1997-07-04;1997-07-04;LMFF1;1720.64;20.0
1848;5399.0;1997-07-06;1997-07-06;LMFF1;1183.13;15.0
1852;4742.0;1997-07-10;1997-07-10;LMFF0;2766.41;5.0
1853;6428.0;1997-07-10;1997-07-10;XDFF4;3360.03;28.0
1858;10750.0;1997-07-12;1997-07-12;NVHH4;3114.48;11.0
1861;11437.0;1997-07-14;1997-07-14;NVHH3;4530.69;20.0
1862;8477.0;1997-07-14;1997-07-14;NVHH3;3538.04;35.0
1864;5150.0;1997-07-16;1997-07-16;NVHH3;4923.79;4.0
1868;1173.0;1997-07-18;1997-07-18;WDFE1;640.04;17.0
1869;5617.0;1997-07-21;1997-07-21;QAFD0;270.75;11.0
1879;8462.0;1997-07-25;1997-07-25;QAFD1;2659.5;38.0
1881;161.0;1997-07-26;1997-07-26;LMFF4;4434.13;34.0
1884;5009.0;1997-07-28;1997-07-28;QAFD4;3668.27;33.0
1885;4519.0;1997-07-29;1997-07-29;WWAP4;2226.0;2.0
1887;6484.0;1997-07-29;1997-07-29;LMFF2;54.86;23.0
1889;4630.0;1997-07-31;1997-07-31;XDFF2;3702.69;50.0
1892;9516.0;1997-08-01;1997-08-01;LMFF2;1917.75;21.0
1897;10136.0;1997-08-07;1997-08-07;XDFF0;4605.28;43.0
1899;4533.0;1997-08-11;1997-08-11;QAFD3;862.61;5.0
1927;339.0;1997-09-01;1997-09-01;XDFF2;1825.13;5.0
1944;5802.0;1997-09-11;1997-09-11;QAFD4;1718.58;24.0
1946;4679.0;1997-09-13;1997-09-13;XDFF0;4.25;20.0
1947;4772.0;1997-09-13;1997-09-13;WWAP4;4185.1;24.0
1954;5882.0;1997-09-23;1997-09-23;LMFF0;2682.79;18.0
1956;5490.0;1997-09-23;1997-09-23;OKTT0;2854.11;38.0
1964;5632.0;1997-09-29;1997-09-29;XDFF0;2256.67;7.0
1970;8791.0;1997-10-06;1997-10-06;XDFF3;3236.48;43.0
1971;5829.0;1997-10-07;1997-10-07;XDFF2;2222.02;43.0
1973;5803.0;1997-10-08;1997-10-08;QAFD4;746.19;44.0
1974;4772.0;1997-10-08;1997-10-08;XDFF1;397.4;3.0
1979;956.0;1997-10-15;1997-10-15;XDFF0;2592.26;6.0
1987;437.0;1997-10-21;1997-10-21;NVHH4;4268.97;0.0
2002;9083.0;1997-10-31;1997-10-31;LMFF2;3538.83;5.0
2007;9100.0;1997-11-04;1997-11-04;XDFF3;958.17;16.0
2008;4694.0;1997-11-05;1997-11-05;XDFF0;2514.96;45.0
2018;9186.0;1997-11-13;1997-11-13;XDFF0;3779.5;7.0
2019;767.0;1997-11-14;1997-11-14;QAFD4;133.91;25.0
2031;5750.0;1997-11-25;1997-11-25;LMFF1;777.34;15.0
2035;9014.0;1997-11-26;1997-11-26;QAFD3;4313.89;47.0
2036;1469.0;1997-11-27;1997-11-27;LMFF1;2998.97;41.0
2037;4510.0;1997-11-27;1997-11-27;NVHH4;2293.87;43.0
2038;5809.0;1997-11-28;1997-11-28;LMFF2;4101.54;9.0
2040;5412.0;1997-12-03;1997-12-03;QAFD4;130.04;27.0
2048;11233.0;1997-12-10;1997-12-10;LMFF4;104.11;1.0
2050;4772.0;1997-12-11;1997-12-11;OKTT0;1889.42;35.0
2053;268.0;1997-12-14;1997-12-14;WWAP4;3982.57;5.0
2055;1273.0;1997-12-16;1997-12-16;QAFD1;388.19;0.0
2059;11380.0;1997-12-17;1997-12-17;LMFF0;2051.16;26.0
2065;6285.0;1997-12-22;1997-12-22;LMFF2;2031.13;44.0
2067;5512.0;1997-12-23;1997-12-23;WDFE3;4783.2;26.0
2073;8504.0;1997-12-27;1997-12-27;WWAP4;1026.05;5.0
2074;9710.0;1997-12-27;1997-12-27;LMFF4;1005.55;18.0
2076;4155.0;1997-12-29;1997-12-29;QAFD4;1182.77;30.0
2085;736.0;1998-01-08;;WDFE1;971.43;21.0
2093;5169.0;1998-01-11;;XDFF4;3897.55;33.0
2094;4496.0;1998-01-12;;XDFF3;1832.83;16.0
2095;7342.0;1998-01-13;;OKTT0;355.39;15.0
2100;4588.0;1998-01-15;;XDFF4;4896.83;44.0
2105;8624.0;1998-01-18;;WDFE1;1040.91;35.0
2107;5788.0;1998-01-19;;XDFF1;1905.32;29.0
2112;5145.0;1998-01-26;;LMFF0;3900.14;8.0
2115;10603.0;1998-01-27;;WWAP4;4251.44;15.0
2125;5399.0;1998-02-03;;XDFF0;569.28;3.0
2127;4458.0;1998-02-06;;NVHH4;1093.1;41.0
2128;10466.0;1998-02-06;;XDFF3;2668.93;47.0
2131;8862.0;1998-02-11;;XDFF1;242.66;9.0
2132;8739.0;1998-02-12;;LMFF2;4406.03;17.0
2139;6325.0;1998-02-15;;WDFE1;3805.62;42.0
2140;10230.0;1998-02-16;;NVHH4;2142.23;14.0
2143;5943.0;1998-02-19;;WDFE1;1945.68;32.0
2144;5009.0;1998-02-19;;OKTT0;2093.46;34.0
2147;11821.0;1998-02-25;;XDFF2;743.07;29.0
2156;5009.0;1998-03-08;;XDFF2;2559.27;0.0
2158;6236.0;1998-03-09;;QAFD2;3227.84;14.0
2159;4969.0;1998-03-09;;LMFF0;1634.17;9.0
2160;11201.0;1998-03-09;;QAFD4;3782.41;11.0
2165;8649.0;1998-03-12;;LMFF4;3331.69;39.0
2166;11694.0;1998-03-12;;LMFF3;3607.39;28.0
2167;8554.0;1998-03-12;;XDFF1;4683.01;15.0
2169;2762.0;1998-03-13;;NVHH4;4801.44;46.0
2172;39.0;1998-03-17;;WWAP4;867.58;3.0
2180;5130.0;1998-03-25;;QAFD0;58.34;37.0
2191;;1998-04-05;;WDFE3;329.11;23.0
2197;;1998-04-10;;XDFF2;983.03;29.0
2204;;1998-04-18;;QAFD2;1641.78;5.0
2206;;1998-04-21;;QAFD3;4781.51;21.0
2207;;1998-04-22;;NVHH1;2388.87;27.0
2208;;1998-04-23;;QAFD3;2051.0;47.0
2210;;1998-04-25;;LMFF1;1417.76;44.0
2211;;1998-04-26;;QAFD0;922.65;47.0
2215;;1998-05-02;;XDFF4;2560.16;2.0
2217;;1998-05-03;;XDFF4;2517.51;46.0
2220;;1998-05-10;;XDFF4;2053.16;5.0
2221;;1998-05-11;;QAFD2;3010.36;5.0
2227;;1998-05-13;;OKTT0;3983.05;39.0
2231;;1998-05-16;;WWAP4;1702.32;43.0
2236;;1998-05-19;;LMFF0;1682.5;36.0
2238;;1998-05-21;;LMFF1;4865.69;47.0
2245;;1998-05-27;;LMFF4;4003.87;44.0
2255;;1998-06-03;;WDFE3;2165.08;50.0
2261;;1998-06-06;;WDFE1;3177.05;9.0
2273;;1998-06-15;;NVHH3;2089.47;18.0
2303;;1998-07-13;;WDFE1;2823.83;46.0
2308;;1998-07-16;;XDFF2;3836.24;14.0
2312;;1998-07-18;;XDFF4;4744.71;21.0
2314;;1998-07-18;;XDFF2;2833.35;37.0
2315;;1998-07-19;;WDFE3;3455.81;35.0
2318;;1998-07-22;;QAFD2;2906.22;7.0
2331;;1998-07-29;;WDFE1;2770.71;36.0
2333;;1998-07-29;;XDFF3;3776.09;22.0
2334;;1998-07-29;;XDFF1;2471.42;10.0
2340;;1998-08-05;;NVHH1;3730.38;5.0
2348;;1998-08-09;;NVHH1;1921.63;41.0
2355;;1998-08-17;;WDFE1;2357.59;10.0
2356;;1998-08-17;;XDFF4;3362.88;2.0
2365;;1998-08-26;;XDFF3;2451.78;12.0
2370;;1998-08-27;1998-08-27;QAFD0;4503.64;29.0
2385;;1998-09-03;1998-09-03;QAFD2;3457.03;21.0
2390;;1998-09-06;1998-09-06;XDFF4;1622.05;47.0
2391;;1998-09-06;1998-09-06;LMFF3;1353.39;30.0
2396;5200.0;1998-09-10;1998-09-10;XDFF1;4963.64;46.0
2398;5009.0;1998-09-12;1998-09-12;QAFD2;4731.77;29.0
2403;4772.0;1998-09-14;1998-09-14;WDFE1;1138.53;33.0
2405;1363.0;1998-09-15;1998-09-15;QAFD0;1389.08;21.0
2425;8619.0;1998-09-25;1998-09-25;WDFE1;1421.64;22.0
2426;11112.0;1998-09-26;1998-09-26;WWAP4;552.32;42.0
2431;2967.0;1998-10-01;1998-10-01;XDFF3;2646.82;36.0
2434;11417.0;1998-10-03;1998-10-03;XDFF2;2115.62;30.0
2441;5270.0;1998-10-08;1998-10-08;QAFD1;3562.08;41.0
2444;9736.0;1998-10-09;1998-10-09;LMFF3;3080.03;23.0
2447;1213.0;1998-10-10;1998-10-10;NVHH4;2182.29;32.0
2455;5961.0;1998-10-15;1998-10-15;OKTT0;463.16;10.0
2464;11687.0;1998-10-30;1998-10-30;XDFF3;4520.58;7.0
2465;6204.0;1998-10-31;1998-10-31;OKTT0;399.09;26.0
2466;5650.0;1998-10-31;1998-10-31;LMFF1;12.01;22.0
2469;491.0;1998-11-02;1998-11-02;LMFF4;4304.75;32.0
2471;617.0;1998-11-05;1998-11-05;XDFF3;4293.11;28.0
2473;4581.0;1998-11-07;1998-11-07;LMFF2;2637.16;31.0
2475;11170.0;1998-11-07;1998-11-07;XDFF4;2497.71;28.0
2476;10888.0;1998-11-08;1998-11-08;QAFD0;1035.63;8.0
2492;9798.0;1998-11-20;1998-11-20;WDFE3;1872.3;30.0
2496;5436.0;1998-11-27;1998-11-27;;2617.33;4.0
2497;533.0;1998-12-01;1998-12-01;;3139.41;39.0
2498;299.0;1998-12-02;1998-12-02;;4895.05;43.0
2499;6083.0;1998-12-02;1998-12-02;;1222.81;18.0
2500;4684.0;1998-12-03;1998-12-03;;259.86;41.0
2501;5839.0;1998-12-03;1998-12-03;;3537.28;16.0
2502;304.0;1998-12-04;1998-12-04;;1946.28;31.0
2503;5122.0;1998-12-05;1998-12-05;;3121.21;13.0
2504;4592.0;1998-12-05;1998-12-05;;4760.54;38.0
2505;9474.0;1998-12-05;1998-12-05;;2716.96;10.0
2506;11501.0;1998-12-06;1998-12-06;;1111.23;18.0
2507;4573.0;1998-12-07;1998-12-07;;2651.35;22.0
2508;4772.0;1998-12-08;1998-12-08;;347.43;46.0
2509;4536.0;1998-12-09;1998-12-09;;4004.23;29.0
2510;4537.0;1998-12-09;1998-12-09;;4334.81;9.0
2511;5705.0;1998-12-10;1998-12-10;;2780.06;8.0
2512;4272.0;1998-12-10;1998-12-10;;1978.65;8.0
2513;5492.0;1998-12-10;1998-12-10;;2794.22;28.0
2514;5212.0;1998-12-11;1998-12-11;;3943.81;32.0
2515;399.0;1998-12-12;1998-12-12;;3202.52;29.0
2516;11399.0;1998-12-12;1998-12-12;;4400.45;3.0
2517;5517.0;1998-12-13;1998-12-13;;2202.9;44.0
2518;4581.0;1998-12-14;1998-12-14;;2406.7;19.0
2519;6236.0;1998-12-14;1998-12-14;;2013.93;6.0
2520;1284.0;1998-12-15;1998-12-15;;1419.61;25.0
2521;2724.0;1998-12-15;1998-12-15;;3769.51;28.0
2522;4526.0;1998-12-16;1998-12-16;;2794.4;22.0
2523;5242.0;1998-12-17;1998-12-17;;4980.89;1.0
2524;5617.0;1998-12-18;1998-12-18;;1758.82;43.0
2525;8650.0;1998-12-18;1998-12-18;;1304.16;14.0
2526;11520.0;1998-12-18;1998-12-18;;2919.24;50.0
2527;5720.0;1998-12-19;1998-12-19;;4617.3;50.0
2528;4872.0;1998-12-20;1998-12-20;;3536.85;36.0
2529;10964.0;1998-12-20;1998-12-20;;4662.03;38.0
2530;1260.0;1998-12-21;1998-12-21;;1261.74;5.0
2531;6144.0;1998-12-22;1998-12-22;;3412.8;11.0
2532;5009.0;1998-12-22;1998-12-22;;1943.14;16.0
2533;4772.0;1998-12-23;1998-12-23;;4005.41;49.0
2534;5009.0;1998-12-24;1998-12-24;;2035.64;2.0
2535;4723.0;1998-12-25;1998-12-25;;2176.06;18.0
2536;4772.0;1998-12-25;1998-12-25;;1939.76;7.0
2537;9624.0;1998-12-25;1998-12-25;;4754.91;48.0
2538;11387.0;1998-12-25;1998-12-25;;1186.53;44.0
2539;4601.0;1998-12-26;1998-12-26;;1732.15;9.0
2540;5931.0;1998-12-26;1998-12-26;;4678.97;35.0
2541;9683.0;1998-12-28;1998-12-28;;324.2;16.0
2542;8262.0;1998-12-29;1998-12-29;;4850.14;35.0
2543;6180.0;1998-12-30;1998-12-30;;2735.2;28.0
2544;11268.0;1998-12-30;1998-12-30;;1520.71;3.0
2545;8770.0;1998-12-31;1998-12-31;;2108.89;8.0
2546;5215.0;1999-01-01;1999-01-01;;4270.09;13.0
2547;5986.0;1999-01-01;1999-01-01;;1985.51;3.0
2548;2928.0;1999-01-02;1999-01-02;;3490.76;43.0
2549;11680.0;1999-01-02;1999-01-02;;2280.55;31.0
2550;6501.0;1999-01-04;1999-01-04;;3649.47;18.0
2551;5949.0;1999-01-04;1999-01-04;;3834.15;40.0
2552;5806.0;1999-01-04;1999-01-04;;4625.81;26.0
2553;5575.0;1999-01-06;1999-01-06;;4495.96;17.0
2554;4520.0;1999-01-06;1999-01-06;;406.52;16.0
2555;5901.0;1999-01-06;1999-01-06;;4106.72;9.0
2556;7184.0;1999-01-08;1999-01-08;;3873.27;18.0
2557;1432.0;1999-01-09;1999-01-09;;4217.48;34.0
2558;4895.0;1999-01-09;1999-01-09;;4481.38;3.0
2559;4962.0;1999-01-09;1999-01-09;;3826.54;9.0
2560;4998.0;1999-01-09;1999-01-09;;30.92;10.0
2561;8422.0;1999-01-09;1999-01-09;;713.61;35.0
2562;4525.0;1999-01-09;1999-01-09;;2441.55;31.0
2563;8359.0;1999-01-09;1999-01-09;;2674.81;14.0
2564;11305.0;1999-01-09;1999-01-09;;3090.51;17.0
2565;5130.0;1999-01-10;1999-01-10;;2480.1;23.0
2566;6344.0;1999-01-11;1999-01-11;;838.91;3.0
2567;11866.0;1999-01-12;1999-01-12;;2040.37;44.0
2568;2680.0;1999-01-13;1999-01-13;;2828.64;12.0
2569;5492.0;1999-01-13;1999-01-13;;897.15;10.0
2570;9605.0;1999-01-13;1999-01-13;;1348.62;24.0
2571;5672.0;1999-01-16;1999-01-16;;2183.1;38.0
2572;8783.0;1999-01-17;1999-01-17;;1862.11;18.0
2573;5436.0;1999-01-18;1999-01-18;;2051.87;4.0
2574;8298.0;1999-01-18;1999-01-18;;2108.74;5.0
2575;10936.0;1999-01-19;1999-01-19;;4700.77;42.0
2576;6164.0;1999-01-21;1999-01-21;;1183.43;36.0
2577;11512.0;1999-01-21;1999-01-21;;4394.95;31.0
2578;9809.0;1999-01-23;1999-01-23;;1601.95;10.0
2579;5820.0;1999-01-25;1999-01-25;;795.9;32.0
2580;8972.0;1999-01-25;1999-01-25;;3393.7;39.0
2581;5721.0;1999-01-26;1999-01-26;;2111.81;8.0
2582;5502.0;1999-01-26;1999-01-26;;1963.96;26.0
2583;508.0;1999-01-27;1999-01-27;;2422.41;30.0
2584;8535.0;1999-01-27;1999-01-27;;4831.0;13.0
2585;9112.0;1999-01-27;1999-01-27;;1419.17;50.0
2586;5158.0;1999-01-28;1999-01-28;;4235.11;18.0
2587;4218.0;1999-01-28;1999-01-28;;2009.42;46.0
2588;11296.0;1999-01-28;1999-01-28;;3906.42;30.0
2589;10215.0;1999-01-29;1999-01-29;;1424.8;22.0
2590;6522.0;1999-01-30;1999-01-30;;1286.04;8.0
2591;10869.0;1999-01-30;1999-01-30;;3747.65;6.0
2592;995.0;1999-02-01;1999-02-01;;1767.47;13.0
2593;6262.0;1999-02-01;1999-02-01;;3733.99;39.0
2594;5122.0;1999-02-01;1999-02-01;;3180.24;43.0
2595;6292.0;1999-02-02;1999-02-02;;1237.32;24.0
2596;1384.0;1999-02-03;1999-02-03;;2407.81;24.0
2597;5445.0;1999-02-03;1999-02-03;;661.1;1.0
2598;5801.0;1999-02-03;1999-02-03;;2100.68;28.0
2599;925.0;1999-02-04;1999-02-04;;2176.67;8.0
2600;6398.0;1999-02-04;1999-02-04;;4719.94;11.0
2601;5750.0;1999-02-05;1999-02-05;;2395.82;3.0
2602;11556.0;1999-02-05;1999-02-05;;1408.64;40.0
2603;10652.0;1999-02-06;1999-02-06;;3878.98;19.0
2604;5009.0;1999-02-07;1999-02-07;;94.24;44.0
2605;4611.0;1999-02-08;1999-02-08;;2582.74;48.0
2606;2968.0;1999-02-09;1999-02-09;;790.9;24.0
2607;11677.0;1999-02-11;1999-02-11;;1257.28;28.0
2608;6249.0;1999-02-13;1999-02-13;;284.49;29.0
2609;11137.0;1999-02-13;1999-02-13;;4384.73;20.0
2610;11786.0;1999-02-13;1999-02-13;;3912.72;29.0
2611;10141.0;1999-02-14;1999-02-14;;845.57;35.0
2612;1298.0;1999-02-15;1999-02-15;;1157.92;17.0
2613;4722.0;1999-02-15;1999-02-15;;681.17;45.0
2614;6000.0;1999-02-15;1999-02-15;;4342.7;37.0
2615;899.0;1999-02-16;1999-02-16;;398.34;19.0
2616;1008.0;1999-02-17;1999-02-17;;2363.74;43.0
2617;1345.0;1999-02-18;1999-02-18;;4589.34;19.0
2618;6473.0;1999-02-18;1999-02-18;;2358.43;34.0
2619;11581.0;1999-02-18;1999-02-18;;3875.24;29.0
2620;4740.0;1999-02-19;1999-02-19;;4332.77;22.0
2621;5950.0;1999-02-19;1999-02-19;;2159.71;23.0
2622;5873.0;1999-02-19;1999-02-19;;4639.66;20.0
2623;406.0;1999-02-21;1999-02-21;;3495.26;35.0
2624;5477.0;1999-02-21;1999-02-21;;4903.63;33.0
2625;10895.0;1999-02-21;1999-02-21;;3208.12;0.0
2626;8976.0;1999-02-21;1999-02-21;;1434.06;27.0
2627;5491.0;1999-02-24;1999-02-24;;3865.18;7.0
2628;5424.0;1999-02-24;;;2163.96;37.0
2629;5263.0;1999-02-25;;;269.71;36.0
2630;5865.0;1999-02-25;;;4088.37;28.0
2631;5803.0;1999-02-26;;;3842.97;15.0
2632;11761.0;1999-02-26;;;509.48;39.0
2633;5822.0;1999-03-02;;;849.21;26.0
2634;7071.0;1999-03-02;;;1674.03;6.0
2635;5958.0;1999-03-03;;;619.79;41.0
2636;5403.0;1999-03-03;;;3403.6;7.0
2637;15.0;1999-03-04;;;3051.14;5.0
2638;5741.0;1999-03-04;;;70.26;17.0
2639;7122.0;1999-03-04;;;4941.31;23.0
2640;1542.0;1999-03-07;;;2433.35;6.0
2641;4510.0;1999-03-07;;;289.53;4.0
2642;5584.0;1999-03-07;;;3315.14;1.0
2643;5009.0;1999-03-07;;;2645.49;18.0
2644;6249.0;1999-03-08;;;673.26;23.0
2645;5264.0;1999-03-09;;;981.52;21.0
2646;4477.0;1999-03-10;;;3209.75;46.0
2647;11505.0;1999-03-10;;;1485.8;37.0
2648;11954.0;1999-03-12;;;1463.04;15.0
2649;10447.0;1999-03-12;;;3652.36;14.0
2650;5436.0;1999-03-13;;;1875.22;5.0
2651;2987.0;1999-03-15;;;132.41;10.0
2652;5702.0;1999-03-15;;;4418.31;44.0
2653;6225.0;1999-03-17;;;2885.82;42.0
2654;4572.0;1999-03-17;;;4469.95;23.0
2655;5009.0;1999-03-17;;;1966.25;27.0
2656;11531.0;1999-03-17;;;3467.1;45.0
2657;18.0;1999-03-18;;;3523.37;41.0
2658;5531.0;1999-03-19;;;4849.02;32.0
2659;1112.0;1999-03-20;;;3987.95;48.0
2660;6282.0;1999-03-21;;;851.4;50.0
2661;4772.0;1999-03-21;;;1953.75;23.0
2662;8923.0;1999-03-21;;;2056.65;3.0
2663;4588.0;1999-03-22;;;1797.66;4.0
2664;7125.0;1999-03-23;;;3305.14;26.0
2665;8556.0;1999-03-23;;;552.68;43.0
2666;11234.0;1999-03-23;;;2497.03;6.0
2667;11902.0;1999-03-24;;;1401.76;10.0
2668;6185.0;1999-03-25;;;4857.58;43.0
2669;11327.0;1999-03-25;;;1150.37;3.0
2670;5169.0;1999-03-26;;;3328.51;39.0
2671;9779.0;1999-03-27;;;3126.27;44.0
2672;11214.0;1999-03-27;;;3635.82;37.0
2673;453.0;1999-03-31;;;1731.69;28.0
2674;10497.0;1999-03-31;;;656.78;32.0
2675;126.0;1999-04-01;;;1748.64;41.0
2676;4757.0;1999-04-01;;;597.67;8.0
2677;4957.0;1999-04-01;;;1764.85;39.0
2678;6285.0;1999-04-02;;;491.65;50.0
2679;5009.0;1999-04-03;;;522.82;11.0
2680;11568.0;1999-04-03;;;2646.87;31.0
2681;1108.0;1999-04-04;;;1404.35;29.0
2682;11510.0;1999-04-04;;;1486.03;34.0
2683;9552.0;1999-04-08;;;2380.52;5.0
2684;4772.0;1999-04-09;;;233.46;30.0
2685;101.0;1999-04-10;;;569.47;22.0
2686;871.0;1999-04-10;;;3347.97;20.0
2687;6147.0;1999-04-11;;;4876.36;13.0
2688;4551.0;1999-04-12;;;4146.62;15.0
2689;5718.0;1999-04-13;;;1229.69;13.0
2690;9474.0;1999-04-15;;;3803.67;1.0
2691;70.0;1999-04-16;;;2058.57;39.0
2692;6544.0;1999-04-16;;;4559.86;35.0
2693;5845.0;1999-04-16;;;1652.48;21.0
2694;5143.0;1999-04-16;;;3328.98;11.0
2695;4513.0;1999-04-16;;;2312.66;8.0
2696;10952.0;1999-04-16;;;1897.72;5.0
2697;1429.0;1999-04-17;;;3778.91;22.0
2698;6525.0;1999-04-17;;;806.31;29.0
2699;11088.0;1999-04-17;;;4861.03;7.0
2700;4876.0;1999-04-20;;;3479.49;36.0
2701;8407.0;1999-04-21;;;1182.64;50.0
2702;6289.0;1999-04-21;;;2554.11;20.0
2703;8568.0;1999-04-21;;;4431.47;44.0
2704;11825.0;1999-04-21;;;880.92;24.0
2705;4962.0;1999-04-23;;;36.94;3.0
2706;402.0;1999-04-24;;;1771.8;3.0
2707;10105.0;1999-04-25;;;2235.64;37.0
2708;10674.0;1999-04-25;;;4291.35;15.0
2709;4526.0;1999-04-27;;;4757.74;40.0
2710;5144.0;1999-04-27;;;3101.21;37.0
2711;9660.0;1999-04-28;;;1491.94;19.0
2712;5676.0;1999-04-29;;;1426.4;2.0
2713;5862.0;1999-04-30;;;1364.95;32.0
2714;4533.0;1999-04-30;;;4615.72;44.0
2715;9285.0;1999-04-30;;;3489.31;41.0
2716;5682.0;1999-05-01;;;1745.33;50.0
2717;8832.0;1999-05-01;;;3772.53;33.0
2718;6125.0;1999-05-02;;;3646.11;35.0
2719;9072.0;1999-05-02;;;25.93;17.0
2720;5672.0;1999-05-03;;;3299.91;5.0
2721;5807.0;1999-05-04;;;2994.48;3.0
2722;11392.0;1999-05-05;;;4442.67;24.0
2723;11615.0;1999-05-05;;;2595.47;20.0
2724;11147.0;1999-05-06;;;3863.9;22.0
2725;4234.0;1999-05-07;;;4700.52;1.0
2726;5405.0;1999-05-08;;;1272.4;32.0
2727;5806.0;1999-05-10;;;932.66;45.0
2728;5783.0;1999-05-10;;;3694.52;48.0
2729;10847.0;1999-05-10;;;2225.52;13.0
2730;4772.0;1999-05-11;;;4120.3;4.0
2731;6316.0;1999-05-11;;;4386.66;29.0
2732;8758.0;1999-05-11;;;4915.23;35.0
2733;11639.0;1999-05-11;;;9.8;43.0
2734;4290.0;1999-05-12;;;4972.11;23.0
2735;6231.0;1999-05-14;;;2832.79;18.0
2736;4533.0;1999-05-15;;;3287.81;42.0
2737;4691.0;1999-05-15;;;1830.11;29.0
2738;6515.0;1999-05-15;;;1817.92;45.0
2739;5009.0;1999-05-16;;;506.27;49.0
2740;9732.0;1999-05-16;;;448.69;16.0
2741;10689.0;1999-05-16;;;490.99;43.0
2742;6195.0;1999-05-17;;;4698.19;34.0
2743;9186.0;1999-05-17;;;3970.18;12.0
2744;6237.0;1999-05-18;;;2294.42;26.0
2745;6310.0;1999-05-18;;;4691.14;47.0
2746;6125.0;1999-05-20;;;1791.18;21.0
2747;9428.0;1999-05-20;;;657.79;17.0
2748;10072.0;1999-05-23;;;1340.65;6.0
2749;4772.0;1999-05-24;;;4049.45;3.0
2750;8510.0;1999-05-25;;;1891.4;37.0
2751;5009.0;1999-05-26;;;3742.27;30.0
2752;5843.0;1999-05-26;;;4241.53;41.0
2753;11866.0;1999-05-26;;;2903.5;15.0
2754;2761.0;1999-05-27;;;1171.4;22.0
2755;10089.0;1999-05-28;;;698.6;10.0
2756;5638.0;1999-05-30;;;2649.85;49.0
2757;9285.0;1999-05-31;;;2424.34;11.0
2758;2818.0;1999-06-01;;;4228.48;14.0
2759;9130.0;1999-06-01;;;562.49;4.0
2760;5009.0;1999-06-02;;;3518.61;40.0
2761;5843.0;1999-06-04;;;4761.07;11.0
2762;5721.0;1999-06-04;;;124.16;50.0
